route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
1,TRAIN-A23-Blocks-Dimanche-01,4083494-TRAIN-A23-Blocks-Dimanche-01,Lucien-L'Allier,0,10215,64,0,1
1,TRAIN-E23-Blocks-Dimanche-01,4083494-TRAIN-E23-Blocks-Dimanche-01,Lucien-L'Allier,0,10215,64,0,1
1,TRAIN-A23-Blocks-Fête-1-01,4083494-TRAIN-A23-Blocks-Fête-1-01,Lucien-L'Allier,0,10215,64,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083534-TRAIN-A23-Blocks-Samedi-01,Vaudreuil,1,10216,51,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083534-TRAIN-E23-Blocks-Samedi-01,Vaudreuil,1,10216,51,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083535-TRAIN-A23-Blocks-Samedi-01,Vaudreuil,1,10216,53,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083535-TRAIN-E23-Blocks-Samedi-01,Vaudreuil,1,10216,53,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083536-TRAIN-A23-Blocks-Samedi-01,Vaudreuil,1,10216,55,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083536-TRAIN-E23-Blocks-Samedi-01,Vaudreuil,1,10216,55,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083537-TRAIN-A23-Blocks-Samedi-01,Vaudreuil,1,10216,57,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083537-TRAIN-E23-Blocks-Samedi-01,Vaudreuil,1,10216,57,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083538-TRAIN-A23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,50,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083538-TRAIN-E23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,50,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083539-TRAIN-A23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,52,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083539-TRAIN-E23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,52,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083540-TRAIN-A23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,54,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083540-TRAIN-E23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,54,0,1
1,TRAIN-A23-Blocks-Samedi-01,4083541-TRAIN-A23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,56,0,1
1,TRAIN-E23-Blocks-Samedi-01,4083541-TRAIN-E23-Blocks-Samedi-01,Lucien-L'Allier,0,10215,56,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083542-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10220,40,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083542-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10220,40,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083543-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10217,112,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083543-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10217,112,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083544-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10219,11,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083544-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10219,11,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083545-TRAIN-A23-Blocks-Semaine-03,Beaconsfield,1,10218,41,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083545-TRAIN-E23-Blocks-Jeu-Ven-02,Beaconsfield,1,10218,41,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083546-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,13,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083546-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,13,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083547-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,15,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083547-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,15,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083548-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,17,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083548-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,17,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083549-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,19,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083549-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,19,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083550-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,121,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083550-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,121,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083552-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,23,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083552-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,23,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083553-TRAIN-A23-Blocks-Semaine-03,Vaudreuil/Hudson,1,10222,111,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083553-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil/Hudson,1,10222,111,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083554-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,25,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083554-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,25,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083555-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,27,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083555-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,27,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083556-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,29,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083556-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,29,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083557-TRAIN-A23-Blocks-Semaine-03,Vaudreuil,1,10216,31,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083557-TRAIN-E23-Blocks-Jeu-Ven-02,Vaudreuil,1,10216,31,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083558-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,10,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083558-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,10,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083559-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,12,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083559-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,12,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083560-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,114,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083560-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,114,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083561-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,14,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083561-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,14,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083563-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,18,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083563-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,18,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083564-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,20,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083564-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,20,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083565-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,22,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083565-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,22,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083566-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,24,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083566-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,24,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083567-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10221,26,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083567-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10221,26,0,1
1,TRAIN-A23-Blocks-Semaine-03,4083568-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,10215,30,0,1
1,TRAIN-E23-Blocks-Jeu-Ven-02,4083568-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,10215,30,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083569-TRAIN-A23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083569-TRAIN-E23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083569-TRAIN-A23-Blocks-Fête-1-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083570-TRAIN-A23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083570-TRAIN-E23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083570-TRAIN-A23-Blocks-Fête-1-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083571-TRAIN-A23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083571-TRAIN-E23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083571-TRAIN-A23-Blocks-Fête-1-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083572-TRAIN-A23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083572-TRAIN-E23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083572-TRAIN-A23-Blocks-Fête-1-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083573-TRAIN-A23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083573-TRAIN-E23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083573-TRAIN-A23-Blocks-Fête-1-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083574-TRAIN-A23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083574-TRAIN-E23-Blocks-Dimanche-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083574-TRAIN-A23-Blocks-Fête-1-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083575-TRAIN-A23-Blocks-Dimanche-01,De la Concorde,0,40085,200,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083575-TRAIN-E23-Blocks-Dimanche-01,De la Concorde,0,40085,200,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083575-TRAIN-A23-Blocks-Fête-1-01,De la Concorde,0,40085,200,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083576-TRAIN-A23-Blocks-Dimanche-01,De la Concorde,0,40085,202,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083576-TRAIN-E23-Blocks-Dimanche-01,De la Concorde,0,40085,202,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083576-TRAIN-A23-Blocks-Fête-1-01,De la Concorde,0,40085,202,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083577-TRAIN-A23-Blocks-Dimanche-01,De la Concorde,0,40085,204,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083577-TRAIN-E23-Blocks-Dimanche-01,De la Concorde,0,40085,204,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083577-TRAIN-A23-Blocks-Fête-1-01,De la Concorde,0,40085,204,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083578-TRAIN-A23-Blocks-Dimanche-01,De la Concorde,0,40085,206,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083578-TRAIN-E23-Blocks-Dimanche-01,De la Concorde,0,40085,206,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083578-TRAIN-A23-Blocks-Fête-1-01,De la Concorde,0,40085,206,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083579-TRAIN-A23-Blocks-Dimanche-01,De la Concorde,0,40085,208,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083579-TRAIN-E23-Blocks-Dimanche-01,De la Concorde,0,40085,208,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083579-TRAIN-A23-Blocks-Fête-1-01,De la Concorde,0,40085,208,0,1
4,TRAIN-A23-Blocks-Dimanche-01,4083580-TRAIN-A23-Blocks-Dimanche-01,De la Concorde,0,40085,210,0,1
4,TRAIN-E23-Blocks-Dimanche-01,4083580-TRAIN-E23-Blocks-Dimanche-01,De la Concorde,0,40085,210,0,1
4,TRAIN-A23-Blocks-Fête-1-01,4083580-TRAIN-A23-Blocks-Fête-1-01,De la Concorde,0,40085,210,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083993-TRAIN-A23-Blocks-Samedi-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083993-TRAIN-E23-Blocks-Samedi-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083994-TRAIN-A23-Blocks-Samedi-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083994-TRAIN-E23-Blocks-Samedi-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083995-TRAIN-A23-Blocks-Samedi-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083995-TRAIN-E23-Blocks-Samedi-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083996-TRAIN-A23-Blocks-Samedi-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083996-TRAIN-E23-Blocks-Samedi-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083997-TRAIN-A23-Blocks-Samedi-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083997-TRAIN-E23-Blocks-Samedi-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083998-TRAIN-A23-Blocks-Samedi-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083998-TRAIN-E23-Blocks-Samedi-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-A23-Blocks-Samedi-01,4083999-TRAIN-A23-Blocks-Samedi-01,De la Concorde,0,40085,200,0,1
4,TRAIN-E23-Blocks-Samedi-01,4083999-TRAIN-E23-Blocks-Samedi-01,De la Concorde,0,40085,200,0,1
4,TRAIN-A23-Blocks-Samedi-01,4084000-TRAIN-A23-Blocks-Samedi-01,De la Concorde,0,40085,202,0,1
4,TRAIN-E23-Blocks-Samedi-01,4084000-TRAIN-E23-Blocks-Samedi-01,De la Concorde,0,40085,202,0,1
4,TRAIN-A23-Blocks-Samedi-01,4084001-TRAIN-A23-Blocks-Samedi-01,De la Concorde,0,40085,204,0,1
4,TRAIN-E23-Blocks-Samedi-01,4084001-TRAIN-E23-Blocks-Samedi-01,De la Concorde,0,40085,204,0,1
4,TRAIN-A23-Blocks-Samedi-01,4084002-TRAIN-A23-Blocks-Samedi-01,De la Concorde,0,40085,206,0,1
4,TRAIN-E23-Blocks-Samedi-01,4084002-TRAIN-E23-Blocks-Samedi-01,De la Concorde,0,40085,206,0,1
4,TRAIN-A23-Blocks-Samedi-01,4084003-TRAIN-A23-Blocks-Samedi-01,De la Concorde,0,40085,208,0,1
4,TRAIN-E23-Blocks-Samedi-01,4084003-TRAIN-E23-Blocks-Samedi-01,De la Concorde,0,40085,208,0,1
4,TRAIN-A23-Blocks-Samedi-01,4084004-TRAIN-A23-Blocks-Samedi-01,De la Concorde,0,40085,210,0,1
4,TRAIN-E23-Blocks-Samedi-01,4084004-TRAIN-E23-Blocks-Samedi-01,De la Concorde,0,40085,210,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084005-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,170,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084005-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,170,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084006-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,172,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084006-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,172,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084007-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,174,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084007-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,174,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084009-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,178,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084009-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,178,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084010-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,180,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084010-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,180,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084011-TRAIN-A23-Blocks-Semaine-03,Parc,0,40080,182,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084011-TRAIN-E23-Blocks-Jeu-Ven-02,Parc,0,40080,182,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084012-TRAIN-A23-Blocks-Semaine-03,Parc,0,40080,184,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084012-TRAIN-E23-Blocks-Jeu-Ven-02,Parc,0,40080,184,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084013-TRAIN-A23-Blocks-Semaine-03,Parc,0,40080,186,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084013-TRAIN-E23-Blocks-Jeu-Ven-02,Parc,0,40080,186,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084014-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,188,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084014-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,188,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084015-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40083,190,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084015-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40083,190,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084016-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40083,194,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084016-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40083,194,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084017-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,40079,198,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084017-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,40079,198,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084018-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,171,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084018-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,171,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084019-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,179,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084019-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,179,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084021-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,183,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084021-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,183,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084022-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,185,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084022-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,185,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084023-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,187,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084023-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,187,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084024-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,189,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084024-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,189,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084025-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,191,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084025-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,191,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084026-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,195,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084026-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,195,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084027-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40081,199,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084027-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40081,199,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084028-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40082,173,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084028-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40082,173,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084029-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40082,175,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084029-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40082,175,0,1
4,TRAIN-A23-Blocks-Semaine-03,4084030-TRAIN-A23-Blocks-Semaine-03,Saint-Jérôme,1,40082,177,0,1
4,TRAIN-E23-Blocks-Jeu-Ven-02,4084030-TRAIN-E23-Blocks-Jeu-Ven-02,Saint-Jérôme,1,40082,177,0,1
5,TRAIN-A23-Blocks-Semaine-03,4084031-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,50077,70,0,1
5,TRAIN-E23-Blocks-Jeu-Ven-02,4084031-TRAIN-E23-Blocks-Jeu-Ven-02,Lucien-L'Allier,0,50077,70,0,1
5,TRAIN-A23-Blocks-Semaine-03,4084032-TRAIN-A23-Blocks-Semaine-03,Lucien-L'Allier,0,50077,72,0,1
